customer_id,Crisis,Pre-Crisis,Recovery,city,acquisition_channel,segment
CUST028694,0,0,1,Chennai,Organic,New
CUST028695,0,1,0,Delhi,Organic,Lost
CUST028697,0,2,0,Delhi,Organic,Lost
CUST028703,0,1,0,,,Lost
CUST028704,0,1,0,Ahmedabad,Referral,Lost
CUST028707,0,1,0,Pune,Organic,Lost
CUST028708,0,1,0,Hyderabad,Paid,Lost
CUST028709,0,1,0,Chennai,Social,Lost
CUST028710,0,1,1,Delhi,Organic,Recovered
CUST028712,0,0,1,Chennai,Referral,New
CUST028713,0,1,1,Mumbai,Organic,Recovered
CUST028715,0,1,0,Bengaluru,Organic,Lost
CUST028716,0,3,0,Bengaluru,Referral,Lost
CUST028717,0,1,1,Mumbai,Paid,Recovered
CUST028720,0,2,0,Delhi,Organic,Lost
CUST028721,0,1,0,Bengaluru,Organic,Lost
CUST028722,0,1,0,,,Lost
CUST028723,0,2,0,Ahmedabad,Referral,Lost
CUST028726,0,1,1,Bengaluru,Organic,Recovered
CUST028728,0,0,1,Ahmedabad,Paid,New
CUST028729,0,1,0,Pune,Referral,Lost
CUST028730,0,1,0,Hyderabad,Referral,Lost
CUST028731,0,2,0,Hyderabad,Organic,Lost
CUST028732,0,1,0,Chennai,Referral,Lost
CUST028733,0,1,0,Pune,Organic,Lost
CUST028734,0,2,0,Bengaluru,Referral,Lost
CUST028736,0,1,0,Kolkata,Organic,Lost
CUST028737,0,2,0,Mumbai,Referral,Lost
CUST028738,0,1,0,Chennai,Referral,Lost
CUST028740,0,1,0,Mumbai,Organic,Lost
CUST028742,0,1,0,Bengaluru,Organic,Lost
CUST028744,0,1,0,Bengaluru,Referral,Lost
CUST028746,1,1,0,Mumbai,Organic,Lost
CUST028748,1,0,0,Hyderabad,Paid,Other
CUST028752,0,1,0,Hyderabad,Social,Lost
CUST028754,0,1,0,Hyderabad,Referral,Lost
CUST028756,0,1,0,Delhi,Organic,Lost
CUST028757,0,0,1,,,New
CUST028758,0,4,0,Ahmedabad,Organic,Lost
CUST028759,0,1,0,Chennai,Paid,Lost
CUST028763,0,2,0,Bengaluru,Organic,Lost
CUST028766,0,3,0,Mumbai,Organic,Lost
CUST028767,0,2,0,Mumbai,Organic,Lost
CUST028768,0,0,1,Bengaluru,Paid,New
CUST028769,0,2,0,Mumbai,Organic,Lost
CUST028771,0,1,0,Bengaluru,Organic,Lost
CUST028772,0,1,0,Hyderabad,Referral,Lost
CUST028773,0,1,0,Pune,Paid,Lost
CUST028775,0,1,0,Ahmedabad,Organic,Lost
CUST028776,0,1,0,Delhi,Organic,Lost
CUST028777,0,0,1,Kolkata,Paid,New
CUST028779,1,0,0,Pune,Organic,Other
CUST028782,0,1,0,Hyderabad,Organic,Lost
CUST028784,0,1,0,Hyderabad,Social,Lost
CUST028785,0,1,0,Chennai,Referral,Lost
CUST028786,0,1,0,Bengaluru,Referral,Lost
CUST028792,0,2,0,Chennai,Organic,Lost
CUST028795,0,1,0,Bengaluru,Paid,Lost
CUST028800,0,1,0,Bengaluru,Organic,Lost
CUST028802,1,1,1,Hyderabad,Paid,Recovered
CUST028805,0,1,0,Ahmedabad,Organic,Lost
CUST028810,0,2,0,Ahmedabad,Organic,Lost
CUST028814,0,1,0,Mumbai,Paid,Lost
CUST028816,0,2,0,Mumbai,Referral,Lost
CUST028820,0,2,0,Bengaluru,Organic,Lost
CUST028821,0,2,0,Bengaluru,Organic,Lost
CUST028822,0,1,0,Bengaluru,Referral,Lost
CUST028824,0,1,0,Ahmedabad,Referral,Lost
CUST028825,0,1,0,Pune,Organic,Lost
CUST028827,0,1,0,Mumbai,Referral,Lost
CUST028828,1,0,0,Delhi,Paid,Other
CUST028830,0,1,0,Mumbai,Paid,Lost
CUST028831,0,3,0,Pune,Paid,Lost
CUST028834,0,1,0,Mumbai,Organic,Lost
CUST028835,0,1,0,Mumbai,Paid,Lost
CUST028836,0,1,0,,,Lost
CUST028837,0,1,1,Bengaluru,Organic,Recovered
CUST028838,0,1,3,Bengaluru,Social,Recovered
CUST028841,1,0,0,Bengaluru,Organic,Other
CUST028842,0,1,0,Delhi,Paid,Lost
CUST028847,0,1,0,Bengaluru,Paid,Lost
CUST028848,0,1,0,Mumbai,Organic,Lost
CUST028852,0,1,0,Mumbai,Organic,Lost
CUST028854,0,1,0,Chennai,Organic,Lost
CUST028855,0,0,1,Hyderabad,Social,New
CUST028859,0,1,0,Mumbai,Organic,Lost
CUST028864,0,0,1,Bengaluru,Paid,New
CUST028865,0,1,0,Bengaluru,Organic,Lost
CUST028867,0,1,1,Pune,Paid,Recovered
CUST028869,0,1,0,Mumbai,Organic,Lost
CUST028870,0,1,0,Mumbai,Organic,Lost
CUST028874,0,0,1,Bengaluru,Paid,New
CUST028876,0,2,0,Delhi,Organic,Lost
CUST028877,1,0,0,Hyderabad,Paid,Other
CUST028878,0,1,0,Chennai,Paid,Lost
CUST028880,0,2,0,Mumbai,Referral,Lost
CUST028884,0,1,0,Pune,Paid,Lost
CUST028885,0,0,1,,,New
CUST028886,0,1,0,Ahmedabad,Paid,Lost
CUST028887,0,2,0,Delhi,Organic,Lost
CUST028889,0,1,0,Delhi,Organic,Lost
CUST028890,0,1,0,,,Lost
CUST028892,0,1,0,Bengaluru,Referral,Lost
CUST028893,0,3,1,Hyderabad,Organic,Recovered
CUST028897,0,1,0,Ahmedabad,Paid,Lost
CUST028900,0,3,1,Bengaluru,Organic,Recovered
CUST028903,0,1,0,Chennai,Referral,Lost
CUST028904,0,1,0,Bengaluru,Referral,Lost
CUST028905,0,2,0,Hyderabad,Organic,Lost
CUST028906,0,1,0,Bengaluru,Paid,Lost
CUST028907,0,2,0,Delhi,Referral,Lost
CUST028908,0,1,0,Bengaluru,Paid,Lost
CUST028911,0,1,0,Chennai,Organic,Lost
CUST028912,0,3,1,Bengaluru,Organic,Recovered
CUST028913,0,1,0,Chennai,Organic,Lost
CUST028914,0,2,0,Bengaluru,Paid,Lost
CUST028917,0,2,0,Mumbai,Paid,Lost
CUST028921,0,0,1,Mumbai,Organic,New
CUST028923,0,1,2,Bengaluru,Organic,Recovered
CUST028925,0,2,0,Ahmedabad,Social,Lost
CUST028926,0,3,0,Mumbai,Organic,Lost
CUST028928,0,1,0,Kolkata,Paid,Lost
CUST028933,0,2,0,Bengaluru,Organic,Lost
CUST028938,0,1,0,Pune,Organic,Lost
CUST028939,1,0,0,Mumbai,Paid,Other
CUST028942,0,1,0,Bengaluru,Organic,Lost
CUST028944,0,1,0,Mumbai,Organic,Lost
CUST028945,0,1,0,Delhi,Paid,Lost
CUST028946,0,1,0,Bengaluru,Social,Lost
CUST028949,0,1,0,Delhi,Referral,Lost
CUST028950,0,1,0,Mumbai,Paid,Lost
CUST028952,0,0,1,Bengaluru,Paid,New
CUST028955,0,1,0,Ahmedabad,Organic,Lost
CUST028958,0,2,0,Ahmedabad,Referral,Lost
CUST028960,0,1,0,Kolkata,Organic,Lost
CUST028964,0,2,0,Mumbai,Paid,Lost
CUST028965,0,1,0,Pune,Organic,Lost
CUST028966,0,1,0,Bengaluru,Organic,Lost
CUST028967,0,0,1,,,New
CUST028970,0,2,0,Delhi,Paid,Lost
CUST028971,0,1,0,Mumbai,Referral,Lost
CUST028972,0,2,0,Bengaluru,Social,Lost
CUST028973,0,1,0,Mumbai,Organic,Lost
CUST028976,0,2,1,Bengaluru,Paid,Recovered
CUST028978,1,0,0,Bengaluru,Paid,Other
CUST028979,0,1,0,Hyderabad,Organic,Lost
CUST028980,0,1,0,Ahmedabad,Paid,Lost
CUST028982,1,1,0,Bengaluru,Paid,Lost
CUST028983,0,0,1,Bengaluru,Organic,New
CUST028984,0,1,0,,,Lost
CUST028987,0,2,1,Delhi,Organic,Recovered
CUST028989,0,1,0,Bengaluru,Organic,Lost
CUST028991,0,1,0,Pune,Organic,Lost
CUST028992,0,1,0,Mumbai,Organic,Lost
CUST028993,0,1,0,Delhi,Referral,Lost
CUST028996,0,2,0,Chennai,Organic,Lost
CUST028997,0,1,0,Delhi,Paid,Lost
CUST028998,0,1,0,Delhi,Organic,Lost
CUST029001,0,1,0,Delhi,Paid,Lost
CUST029002,0,1,0,Delhi,Paid,Lost
CUST029003,0,1,1,Kolkata,Organic,Recovered
CUST029006,0,2,1,Bengaluru,Organic,Recovered
CUST029009,0,1,0,Chennai,Social,Lost
CUST029010,0,2,0,Bengaluru,Organic,Lost
CUST029013,0,2,1,Ahmedabad,Organic,Recovered
CUST029016,0,1,1,Chennai,Organic,Recovered
CUST029017,0,2,0,Kolkata,Organic,Lost
CUST029018,0,2,0,Bengaluru,Organic,Lost
CUST029023,0,1,0,Bengaluru,Organic,Lost
CUST029025,1,1,0,Mumbai,Paid,Lost
CUST029026,0,1,0,Mumbai,Paid,Lost
CUST029028,0,1,0,Chennai,Social,Lost
CUST029030,0,0,1,,,New
CUST029031,0,2,0,Kolkata,Referral,Lost
CUST029033,0,1,1,Hyderabad,Organic,Recovered
CUST029034,0,2,0,Kolkata,Paid,Lost
CUST029036,0,1,0,Mumbai,Organic,Lost
CUST029039,0,2,0,Bengaluru,Organic,Lost
CUST029040,0,0,2,Bengaluru,Organic,New
CUST029043,0,1,0,Bengaluru,Organic,Lost
CUST029049,0,1,0,,,Lost
CUST029053,0,1,0,Bengaluru,Paid,Lost
CUST029054,0,1,0,Ahmedabad,Organic,Lost
CUST029055,0,1,0,Bengaluru,Organic,Lost
CUST029056,0,1,0,Bengaluru,Paid,Lost
CUST029057,0,0,2,Mumbai,Paid,New
CUST029058,0,2,0,Mumbai,Paid,Lost
CUST029059,0,1,0,Bengaluru,Organic,Lost
CUST029063,0,1,0,Mumbai,Organic,Lost
CUST029064,0,1,0,Ahmedabad,Referral,Lost
CUST029065,0,1,0,Mumbai,Referral,Lost
CUST029066,0,2,0,Hyderabad,Organic,Lost
CUST029068,0,2,0,Bengaluru,Organic,Lost
CUST029069,0,1,0,Ahmedabad,Referral,Lost
CUST029073,0,0,1,Chennai,Paid,New
CUST029074,0,2,0,Hyderabad,Organic,Lost
CUST029077,0,2,0,Hyderabad,Organic,Lost
CUST029078,0,1,0,Hyderabad,Paid,Lost
CUST029079,1,1,0,Delhi,Paid,Lost
CUST029080,0,1,0,Mumbai,Paid,Lost
CUST029083,0,1,0,Kolkata,Organic,Lost
CUST029086,1,0,0,Ahmedabad,Paid,Other
CUST029087,0,1,1,Bengaluru,Referral,Recovered
CUST029088,0,1,0,Kolkata,Paid,Lost
CUST029091,0,1,0,Bengaluru,Organic,Lost
CUST029096,0,2,0,Bengaluru,Organic,Lost
CUST029097,0,1,0,Hyderabad,Paid,Lost
CUST029098,0,2,1,Bengaluru,Organic,Recovered
CUST029100,0,2,1,Bengaluru,Referral,Recovered
CUST029101,0,1,0,Bengaluru,Referral,Lost
CUST029102,0,1,0,Bengaluru,Paid,Lost
CUST029104,0,1,0,,,Lost
CUST029105,0,1,0,Kolkata,Organic,Lost
CUST029107,0,1,0,Hyderabad,Organic,Lost
CUST029109,0,1,2,Mumbai,Referral,Recovered
CUST029112,0,1,0,Ahmedabad,Organic,Lost
CUST029114,0,1,0,Bengaluru,Organic,Lost
CUST029115,0,1,0,Delhi,Organic,Lost
CUST029117,0,1,0,Chennai,Paid,Lost
CUST029118,0,2,1,Delhi,Referral,Recovered
CUST029119,0,1,0,Ahmedabad,Organic,Lost
CUST029121,0,1,0,Delhi,Organic,Lost
CUST029122,0,2,0,Bengaluru,Referral,Lost
CUST029126,0,2,0,Delhi,Organic,Lost
CUST029130,1,1,0,Ahmedabad,Organic,Lost
CUST029132,0,1,0,Hyderabad,Referral,Lost
CUST029133,0,1,0,Bengaluru,Organic,Lost
CUST029134,0,2,0,Delhi,Paid,Lost
CUST029135,0,1,0,Chennai,Organic,Lost
CUST029137,0,1,0,Mumbai,Paid,Lost
CUST029139,1,0,0,Mumbai,Social,Other
CUST029143,0,2,0,Kolkata,Organic,Lost
CUST029144,0,3,1,Bengaluru,Paid,Recovered
CUST029145,0,1,0,Chennai,Organic,Lost
CUST029146,1,0,0,Mumbai,Organic,Other
CUST029147,0,1,0,Delhi,Organic,Lost
CUST029150,0,1,0,Chennai,Social,Lost
CUST029152,0,1,1,Delhi,Paid,Recovered
CUST029155,0,1,0,Delhi,Paid,Lost
CUST029156,0,1,0,Delhi,Organic,Lost
CUST029157,1,0,0,Delhi,Paid,Other
CUST029158,0,1,0,Delhi,Organic,Lost
CUST029161,0,1,0,Hyderabad,Organic,Lost
CUST029164,0,1,0,Bengaluru,Organic,Lost
CUST029166,0,1,0,,,Lost
CUST029167,0,0,1,Delhi,Social,New
CUST029171,0,1,0,Kolkata,Organic,Lost
CUST029173,1,1,0,Pune,Referral,Lost
CUST029174,0,1,1,Mumbai,Organic,Recovered
CUST029175,0,1,0,Ahmedabad,Social,Lost
CUST029176,0,1,0,Ahmedabad,Paid,Lost
CUST029179,0,1,0,Chennai,Paid,Lost
CUST029180,1,1,0,Chennai,Organic,Lost
CUST029182,1,0,0,Bengaluru,Referral,Other
CUST029183,0,3,0,Mumbai,Organic,Lost
CUST029186,0,2,0,Mumbai,Paid,Lost
CUST029189,0,1,0,Bengaluru,Organic,Lost
CUST029190,0,1,0,Pune,Organic,Lost
CUST029192,0,1,0,Mumbai,Organic,Lost
CUST029193,0,1,1,Bengaluru,Organic,Recovered
CUST029194,0,0,1,Chennai,Paid,New
CUST029196,0,1,0,Delhi,Referral,Lost
CUST029198,0,1,1,Bengaluru,Organic,Recovered
CUST029200,0,0,1,Bengaluru,Organic,New
CUST029202,1,2,0,Delhi,Organic,Lost
CUST029203,0,2,0,Bengaluru,Organic,Lost
CUST029204,0,0,1,Hyderabad,Referral,New
CUST029205,0,1,0,Delhi,Referral,Lost
CUST029206,0,1,0,Pune,Organic,Lost
CUST029208,0,1,0,Delhi,Organic,Lost
CUST029214,0,0,1,Ahmedabad,Referral,New
CUST029216,1,1,0,Pune,Organic,Lost
CUST029222,0,2,0,Mumbai,Referral,Lost
CUST029223,0,2,0,Kolkata,Organic,Lost
CUST029225,0,1,0,Bengaluru,Organic,Lost
CUST029229,0,1,0,Mumbai,Referral,Lost
CUST029235,0,1,1,Chennai,Paid,Recovered
CUST029236,0,2,1,Pune,Organic,Recovered
CUST029237,1,0,0,Pune,Referral,Other
CUST029241,0,1,0,Pune,Organic,Lost
CUST029242,0,0,1,Bengaluru,Social,New
CUST029245,0,1,0,Hyderabad,Paid,Lost
CUST029246,0,1,0,Delhi,Paid,Lost
CUST029248,0,1,0,Kolkata,Paid,Lost
CUST029251,0,1,0,Bengaluru,Social,Lost
CUST029252,0,1,0,Hyderabad,Organic,Lost
CUST029258,0,1,0,Delhi,Organic,Lost
CUST029259,0,1,0,,,Lost
CUST029260,0,3,0,Hyderabad,Paid,Lost
CUST029262,0,1,0,Bengaluru,Referral,Lost
CUST029265,0,1,0,Hyderabad,Organic,Lost
CUST029268,0,1,0,Ahmedabad,Organic,Lost
CUST029269,1,0,0,Pune,Paid,Other
CUST029271,0,1,0,Hyderabad,Organic,Lost
CUST029272,0,1,0,Mumbai,Paid,Lost
CUST029275,0,1,0,Hyderabad,Organic,Lost
CUST029276,0,2,0,Bengaluru,Organic,Lost
CUST029278,0,1,0,Ahmedabad,Organic,Lost
CUST029280,0,1,0,Delhi,Organic,Lost
CUST029282,0,2,0,Kolkata,Organic,Lost
CUST029283,0,1,0,Bengaluru,Social,Lost
CUST029286,0,2,0,Chennai,Organic,Lost
CUST029289,0,2,0,Pune,Organic,Lost
CUST029291,0,1,0,Bengaluru,Organic,Lost
CUST029292,0,1,0,Delhi,Organic,Lost
CUST029293,0,0,1,Delhi,Organic,New
CUST029294,0,1,0,Delhi,Paid,Lost
CUST029295,0,1,0,,,Lost
CUST029296,0,1,1,Hyderabad,Organic,Recovered
CUST029298,0,1,0,Pune,Organic,Lost
CUST029299,0,1,0,Bengaluru,Paid,Lost
CUST029300,0,1,0,Pune,Paid,Lost
CUST029301,1,0,0,Chennai,Organic,Other
CUST029302,0,1,0,Pune,Organic,Lost
CUST029304,0,0,1,Ahmedabad,Organic,New
CUST029309,0,1,0,Kolkata,Social,Lost
CUST029310,0,1,1,Chennai,Organic,Recovered
CUST029311,0,2,1,Ahmedabad,Organic,Recovered
CUST029313,0,1,0,Mumbai,Referral,Lost
CUST029314,0,1,0,Hyderabad,Referral,Lost
CUST029315,0,1,0,Delhi,Organic,Lost
CUST029316,0,1,0,Hyderabad,Referral,Lost
CUST029317,0,2,0,Bengaluru,Paid,Lost
CUST029318,0,3,1,Delhi,Organic,Recovered
CUST029319,0,0,1,Bengaluru,Organic,New
CUST029320,0,1,0,Hyderabad,Organic,Lost
CUST029321,0,1,0,Chennai,Organic,Lost
CUST029322,0,1,0,Bengaluru,Referral,Lost
CUST029326,0,0,1,Bengaluru,Organic,New
CUST029327,0,1,0,Bengaluru,Paid,Lost
CUST029328,0,1,0,Mumbai,Organic,Lost
CUST029329,0,2,0,Mumbai,Organic,Lost
CUST029332,0,1,1,Mumbai,Organic,Recovered
CUST029333,0,2,0,Kolkata,Referral,Lost
CUST029336,0,1,0,Kolkata,Referral,Lost
CUST029337,0,1,0,Bengaluru,Organic,Lost
CUST029338,0,2,0,Bengaluru,Organic,Lost
CUST029341,0,1,0,Delhi,Paid,Lost
CUST029342,0,1,0,Bengaluru,Paid,Lost
CUST029345,0,1,0,,,Lost
CUST029347,0,1,0,Bengaluru,Organic,Lost
CUST029348,0,1,0,Mumbai,Paid,Lost
CUST029350,0,2,0,Hyderabad,Organic,Lost
CUST029351,0,2,0,Delhi,Referral,Lost
CUST029352,0,1,0,Ahmedabad,Organic,Lost
CUST029353,0,1,0,Mumbai,Organic,Lost
CUST029355,1,0,0,,,Other
CUST029356,0,0,1,Pune,Paid,New
CUST029359,0,2,0,Bengaluru,Social,Lost
CUST029360,1,0,0,Kolkata,Organic,Other
CUST029361,0,2,0,Ahmedabad,Organic,Lost
CUST029362,0,0,1,Mumbai,Organic,New
CUST029365,0,1,0,Chennai,Organic,Lost
CUST029369,0,1,0,Ahmedabad,Organic,Lost
CUST029370,0,1,0,,,Lost
CUST029378,0,1,0,Hyderabad,Organic,Lost
CUST029379,0,2,0,Bengaluru,Paid,Lost
CUST029383,1,0,0,Bengaluru,Referral,Other
CUST029384,1,0,0,Bengaluru,Organic,Other
CUST029385,0,1,0,Mumbai,Organic,Lost
CUST029386,0,1,0,Bengaluru,Referral,Lost
CUST029388,0,0,2,Bengaluru,Paid,New
CUST029389,0,2,0,Mumbai,Organic,Lost
CUST029392,1,0,0,Delhi,Paid,Other
CUST029393,0,1,0,Delhi,Organic,Lost
CUST029394,1,0,1,Mumbai,Paid,New
CUST029399,0,1,0,Bengaluru,Referral,Lost
CUST029401,1,2,0,Kolkata,Organic,Lost
CUST029402,0,2,1,Bengaluru,Organic,Recovered
CUST029403,0,2,1,Bengaluru,Social,Recovered
CUST029405,0,1,0,Pune,Organic,Lost
CUST029409,1,0,0,Chennai,Social,Other
CUST029411,0,0,1,Kolkata,Paid,New
CUST029412,0,1,0,Bengaluru,Paid,Lost
CUST029413,0,1,0,Mumbai,Referral,Lost
CUST029417,0,1,1,Delhi,Organic,Recovered
CUST029418,0,1,0,Delhi,Referral,Lost
CUST029424,1,1,0,Delhi,Referral,Lost
CUST029425,0,1,0,Bengaluru,Paid,Lost
CUST029426,1,1,0,Hyderabad,Organic,Lost
CUST029427,0,1,0,Hyderabad,Organic,Lost
CUST029428,0,1,0,Mumbai,Referral,Lost
CUST029429,0,1,0,Mumbai,Organic,Lost
CUST029432,0,1,0,Hyderabad,Paid,Lost
CUST029433,0,1,0,Kolkata,Organic,Lost
CUST029434,0,1,0,Bengaluru,Organic,Lost
CUST029436,0,1,0,Bengaluru,Organic,Lost
CUST029437,0,1,1,Hyderabad,Organic,Recovered
CUST029440,0,0,1,Delhi,Paid,New
CUST029442,0,1,0,Delhi,Organic,Lost
CUST029444,0,1,0,Mumbai,Paid,Lost
CUST029445,0,1,0,Pune,Organic,Lost
CUST029447,0,0,1,Bengaluru,Paid,New
CUST029448,0,1,0,Mumbai,Referral,Lost
CUST029453,0,1,0,Bengaluru,Organic,Lost
CUST029454,0,2,0,Delhi,Social,Lost
CUST029455,0,1,0,Delhi,Organic,Lost
CUST029456,0,0,1,Bengaluru,Paid,New
CUST029457,0,1,0,Ahmedabad,Paid,Lost
CUST029458,0,0,1,Mumbai,Paid,New
CUST029460,0,1,0,Mumbai,Paid,Lost
CUST029461,0,1,0,Bengaluru,Social,Lost
CUST029463,0,2,0,Hyderabad,Referral,Lost
CUST029465,0,1,0,Bengaluru,Organic,Lost
CUST029470,0,1,0,Bengaluru,Organic,Lost
CUST029471,0,1,1,Bengaluru,Social,Recovered
CUST029472,0,1,0,Mumbai,Organic,Lost
CUST029474,0,1,0,Chennai,Social,Lost
CUST029476,1,0,0,,,Other
CUST029478,0,2,1,Mumbai,Paid,Recovered
CUST029479,0,1,0,Bengaluru,Organic,Lost
CUST029480,0,1,2,Bengaluru,Organic,Recovered
CUST029481,0,3,0,Bengaluru,Organic,Lost
CUST029482,0,1,0,Bengaluru,Organic,Lost
CUST029483,0,1,0,,,Lost
CUST029485,0,1,0,Bengaluru,Organic,Lost
CUST029486,0,1,0,,,Lost
CUST029488,0,1,2,Hyderabad,Referral,Recovered
CUST029489,1,1,0,Pune,Paid,Lost
CUST029492,0,4,1,Bengaluru,Organic,Recovered
CUST029495,0,1,0,Bengaluru,Referral,Lost
CUST029497,0,1,0,Hyderabad,Organic,Lost
CUST029499,0,0,1,Delhi,Paid,New
CUST029500,0,1,0,Delhi,Organic,Lost
CUST029502,1,4,0,Ahmedabad,Referral,Lost
CUST029505,0,1,0,Bengaluru,Referral,Lost
CUST029506,0,1,0,,,Lost
CUST029507,0,1,0,Bengaluru,Social,Lost
CUST029509,0,2,0,Bengaluru,Organic,Lost
CUST029510,0,1,0,,,Lost
CUST029511,0,1,1,Ahmedabad,Paid,Recovered
CUST029512,0,0,1,Bengaluru,Organic,New
CUST029515,0,1,0,Bengaluru,Organic,Lost
CUST029517,0,2,1,Bengaluru,Paid,Recovered
CUST029518,0,1,0,Kolkata,Paid,Lost
CUST029519,0,1,0,Chennai,Organic,Lost
CUST029522,0,1,0,Delhi,Organic,Lost
CUST029523,0,1,0,Delhi,Social,Lost
CUST029524,0,0,1,Ahmedabad,Paid,New
CUST029525,1,1,0,Delhi,Referral,Lost
CUST029526,0,1,0,Mumbai,Social,Lost
CUST029528,1,1,0,Pune,Paid,Lost
CUST029531,0,1,0,Bengaluru,Organic,Lost
CUST029533,0,1,0,Mumbai,Organic,Lost
CUST029534,0,1,0,Bengaluru,Referral,Lost
CUST029535,0,1,0,Bengaluru,Referral,Lost
CUST029536,0,1,0,Pune,Social,Lost
CUST029537,0,0,1,Mumbai,Paid,New
CUST029539,0,1,0,Mumbai,Organic,Lost
CUST029540,0,1,0,Delhi,Social,Lost
CUST029542,0,1,0,Bengaluru,Paid,Lost
CUST029543,0,4,0,Bengaluru,Organic,Lost
CUST029547,0,1,0,Bengaluru,Organic,Lost
CUST029548,0,1,1,Bengaluru,Paid,Recovered
CUST029552,0,1,0,Hyderabad,Paid,Lost
CUST029553,0,2,0,Delhi,Organic,Lost
CUST029558,0,1,0,Bengaluru,Organic,Lost
CUST029559,1,1,0,Chennai,Organic,Lost
CUST029562,0,1,0,Chennai,Organic,Lost
CUST029563,0,0,1,Pune,Paid,New
CUST029565,0,0,1,Chennai,Paid,New
CUST029566,0,1,0,Delhi,Referral,Lost
CUST029570,0,2,0,Ahmedabad,Organic,Lost
CUST029572,0,0,1,Mumbai,Paid,New
CUST029573,0,1,0,Chennai,Referral,Lost
CUST029574,0,1,0,Bengaluru,Paid,Lost
CUST029576,0,1,0,Mumbai,Referral,Lost
CUST029577,0,1,0,Bengaluru,Organic,Lost
CUST029580,0,1,0,Chennai,Social,Lost
CUST029582,0,1,0,Mumbai,Organic,Lost
CUST029590,0,1,1,Chennai,Organic,Recovered
CUST029598,0,2,1,Mumbai,Organic,Recovered
CUST029602,0,3,1,Mumbai,Organic,Recovered
CUST029604,0,1,0,Bengaluru,Organic,Lost
CUST029606,0,1,0,Delhi,Organic,Lost
CUST029607,0,2,0,Ahmedabad,Organic,Lost
CUST029608,0,1,0,Mumbai,Organic,Lost
CUST029610,0,3,1,Pune,Organic,Recovered
CUST029611,0,0,1,Hyderabad,Paid,New
CUST029612,0,1,0,Delhi,Referral,Lost
CUST029615,0,1,0,Ahmedabad,Social,Lost
CUST029618,1,1,0,Chennai,Paid,Lost
CUST029621,0,1,0,Bengaluru,Organic,Lost
CUST029622,1,0,0,Mumbai,Organic,Other
CUST029624,0,0,2,Delhi,Organic,New
CUST029627,0,1,0,Hyderabad,Referral,Lost
CUST029629,0,1,0,Hyderabad,Paid,Lost
CUST029631,1,0,0,Ahmedabad,Organic,Other
CUST029633,0,2,0,Hyderabad,Paid,Lost
CUST029635,0,1,0,,,Lost
CUST029636,0,1,0,Delhi,Organic,Lost
CUST029639,0,1,0,Mumbai,Referral,Lost
CUST029640,0,1,0,Mumbai,Organic,Lost
CUST029642,0,1,0,Bengaluru,Organic,Lost
CUST029643,0,1,0,Bengaluru,Organic,Lost
CUST029644,0,2,0,Pune,Organic,Lost
CUST029645,0,1,0,Hyderabad,Paid,Lost
CUST029646,0,0,1,Mumbai,Organic,New
CUST029647,0,1,0,Bengaluru,Referral,Lost
CUST029649,0,1,0,Delhi,Referral,Lost
CUST029652,0,1,0,Pune,Referral,Lost
CUST029655,1,0,0,Delhi,Referral,Other
CUST029656,0,1,0,Chennai,Paid,Lost
CUST029657,0,1,0,Bengaluru,Organic,Lost
CUST029659,0,2,0,Delhi,Referral,Lost
CUST029661,1,2,0,Bengaluru,Organic,Lost
CUST029662,0,1,0,Chennai,Organic,Lost
CUST029663,0,1,0,Hyderabad,Social,Lost
CUST029668,0,1,0,Delhi,Organic,Lost
CUST029669,0,1,0,Pune,Organic,Lost
CUST029670,0,1,0,Chennai,Paid,Lost
CUST029671,0,0,1,,,New
CUST029676,0,0,2,Bengaluru,Paid,New
CUST029677,0,1,0,Kolkata,Organic,Lost
CUST029678,0,1,1,Chennai,Organic,Recovered
CUST029680,0,1,0,Ahmedabad,Paid,Lost
CUST029685,0,1,1,Bengaluru,Paid,Recovered
CUST029686,0,3,0,Delhi,Organic,Lost
CUST029687,0,4,0,Mumbai,Paid,Lost
CUST029689,0,1,0,Chennai,Organic,Lost
CUST029690,0,2,0,Mumbai,Referral,Lost
CUST029692,0,1,0,Bengaluru,Referral,Lost
CUST029694,0,1,0,Chennai,Social,Lost
CUST029695,0,0,1,Mumbai,Social,New
CUST029696,0,2,0,Mumbai,Social,Lost
CUST029698,0,1,0,Bengaluru,Organic,Lost
CUST029701,0,1,0,Hyderabad,Paid,Lost
CUST029702,0,1,0,Mumbai,Organic,Lost
CUST029703,0,1,0,Mumbai,Organic,Lost
CUST029704,0,2,0,Hyderabad,Paid,Lost
CUST029705,0,1,1,Bengaluru,Referral,Recovered
CUST029707,0,1,0,Bengaluru,Referral,Lost
CUST029708,0,2,2,Ahmedabad,Organic,Recovered
CUST029710,0,2,0,Chennai,Social,Lost
CUST029712,0,2,0,Bengaluru,Paid,Lost
CUST029713,0,1,0,Pune,Organic,Lost
CUST029715,0,1,0,Bengaluru,Referral,Lost
CUST029716,0,2,0,Chennai,Organic,Lost
CUST029717,1,1,0,Pune,Paid,Lost
CUST029718,0,1,1,Bengaluru,Organic,Recovered
CUST029720,0,1,0,Hyderabad,Paid,Lost
CUST029722,0,1,0,Pune,Organic,Lost
CUST029723,0,1,0,Ahmedabad,Organic,Lost
CUST029725,0,1,0,Chennai,Organic,Lost
CUST029727,0,2,1,Bengaluru,Social,Recovered
